ori,agency_type_name,EDITED,agency_name [EDIT THIS COLUMN],pub_agency_name,icpsr_name
AL0450200,City,,Hayneville Police Department,Hayneville,Hayneville Police Department
AL0450400,City,,Mosses Police Department,Mosses,Mosses Police Department
AL0450500,City,,White Hall Police Department,White Hall,White Hall Police Dept
AL0450700,Other,,2nd Judicial Circuit Drug Task Force,2nd Judicial Circuit Drug Task Force,2nd Jud Circ Drug Task Frc Lowndes Co So Dept
AL0460000,County,,Macon County Sheriff's Department,Macon,Macon County Sheriff's Office
AL0460100,City,,Tuskegee Police Department,Tuskegee,Tuskegee Police Department
AL0460200,City,,Notasulga Police Department,Notasulga,Notasulga Police Department
AL0460600,City,,Shorter Police Department,Shorter,Shorter Police Department
AL0460700,University or College,,Tuskegee University,Tuskegee University,Tuskegee University Department Of Public Safety
AL0470000,County,,Madison County Sheriff's Department,Madison,Madison County Sheriff's Office
AL0470100,City,,Huntsville Police Department,Huntsville,Huntsville Police Department
AL0470200,City,,Madison Police Department,Madison,Madison Police Department
AL0470300,City,,Gurley Police Department,Gurley,Gurley Police Department
AL0470400,City,,New Hope Police Department,New Hope,New Hope Police Department
AL0470500,City,,Owens Crossroads Police Department,Owens Crossroads,Owens Crossroad Police Department
AL0470600,City,,Triana Police Department,Triana,Triana Police Department
AL0470700,University or College,,University of Alabama: Huntsville,University of Alabama: Huntsville,University Of Alabama - Huntsville Police Dept
AL0470800,University or College,,Alabama A&M University,Alabama A&M University,Alabama A & M University Police Department
AL0470900,Other,,Huntsville International Airport,Huntsville International Airport,Huntsville - Madison Airport Police Department
AL0471100,Other,,Madison-Morgan County Strategic Counterdrug Team,Madison-Morgan County Strategic Counterdrug Team,Madison Morgan County Hidta Stac
AL0480000,County,,Marengo County Sheriff's Department,Marengo,Marengo County Sheriff's Office
AL0480100,City,,Demopolis Police Department,Demopolis,Demopolis Police Department
AL0480200,City,,Linden Police Department,Linden,Linden Police Department
AL0480300,City,,Thomaston Police Department,Thomaston,Thomaston PD
AL0480400,City,,Faunsdale Police Department,Faunsdale,Faunsdale PD
AL0480500,City,,Myrtlewood Police Department,Myrtlewood,Myrtlewood Police Dept
AL0480600,City,,Sweet Water Police Department,Sweet Water,Sweet Water Police Department
AL0480700,Other,,17th Judicial Circuit Drug Task Force,17th Judicial Circuit Drug Task Force,17th Jud Circuit Drug Tf
AL0490000,County,,Marion County Sheriff's Department,Marion,Marion County Sheriff's Office
AL0490100,City,,Hamilton Police Department,Hamilton,Hamilton Police Department
AL0490200,City,,Winfield Police Department,Winfield,Winfield Police Department
AL0490300,City,,Guin Police Department,Guin,Guin Police Department
AL0490400,City,,Hackleburg Police Department,Hackleburg,Hackleburg Police Department
AL0490500,City,,Brilliant Police Department,Brilliant,Brilliant Police Department
AL0490600,City,,Weston Police Department,Weston,Weston PD
AL0490700,City,,Bear Creek Police Department,Bear Creek,Bear Creek Police Department
AL0490800,Other,,Marion County Drug Task Force,Marion County Drug Task Force,
AL0500000,County,,Marshall County Sheriff's Department,Marshall,Marshall County Sheriff's Office
AL0500100,City,,Albertville Police Department,Albertville,Albertville Police Department
AL0500200,City,,Guntersville Police Department,Guntersville,Guntersville Police Department
AL0500300,City,,Arab Police Department,Arab,Arab Police Department
AL0500400,City,,Boaz Police Department,Boaz,Boaz Police Department
AL0500500,City,,Grant Police Department,Grant,Grant Police Department
AL0500600,City,,Douglas Police Department,Douglas,Douglas Police Department
AL0500800,Other,,Marshall County Drug Enforcement Unit,Marshall County Drug Enforcement Unit,Marshall County Drug Enforcement Unit
AL0510000,County,,Monroe County Sheriff's Department,Monroe,Monroe County Sheriff's Dept
AL0510100,City,,Monroeville Police Department,Monroeville,Monroeville Police Department
AL0510200,City,,Frisco City Police Department,Frisco City,Frisco City Police Department
AL0510300,City,,Beatrice Police Department,Beatrice,Beatrice Police Department
AL0510400,City,,Excel Police Department,Excel,Excel Police Department
AL0520000,County,,Morgan County Sheriff's Department,Morgan,Morgan County Sheriff's Office
AL0520100,City,,Decatur Police Department,Decatur,Decatur Police Department
AL0520200,City,,Hartselle Police Department,Hartselle,Hartselle Police Department
AL0520400,City,,Falkville Police Department,Falkville,Falkville Police Department
AL0520500,City,,Flint City Police Department,Flint City,Flint PD Decatur
AL0520600,City,,Somerville Police Department,Somerville,Somerville Police Department
AL0520700,City,,Trinity Police Department,Trinity,Trinity Police Department
AL0520900,City,,Priceville Police Department,Priceville,Priceville Police Department
AL052119E,University or College,,Calhoun Community College,Calhoun Community College,
AL0530000,County,,Perry County Sheriff's Department,Perry,Perry County Sheriff's Office
AL0530100,City,,Marion Police Department,Marion,Marion Police Department
AL0530200,City,,Uniontown Police Department,Uniontown,Uniontown Police Department
AL0540000,County,,Pickens County Sheriff's Department,Pickens,Pickens County Sheriff's Office
AL0540100,City,,Aliceville Police Department,Aliceville,Aliceville Police Department
AL0540200,City,,Gordo Police Department,Gordo,Gordo Police Department
AL0540300,City,,Reform Police Department,Reform,Reform Police Department
AL0540400,City,,Carrollton Police Department,Carrollton,Carrollton Police Department
AL0540500,City,,Pickensville Police Department,Pickensville,Pickensville Police Department
AL0540700,Other,,24th Judicial Circuit Drug and Violent Crime Task Force,24th Judicial Circuit Drug and Violent Crime Task Force,24th Judic Crt Drug Viol Crime Task Frc Da Off
AL0550000,County,,Pike County Sheriff's Department,Pike,Pike County Sheriff's Office
AL0550100,City,,Troy Police Department,Troy,Troy Police Department
AL0550200,City,,Brundidge Police Department,Brundidge,Brundidge Police Department
AL0550300,University or College,,Troy University,Troy University,Troy University Police Department
AL0560000,County,,Randolph County Sheriff's Department,Randolph,Randolph County Sheriff's Office
AL0560100,City,,Roanoke Police Department,Roanoke,Roanoke Police Department
AL0560200,City,,Wadley Police Department,Wadley,Wadley Police Department
AL0560300,City,,Wedowee Police Department,Wedowee,Wedowee Police Department
AL0560400,University or College,,Southern Union State Community College,Southern Union State Community College,Southern Union State Comm College Campus PD
AL0560500,Other,,5th Judicial Circuit Narcotics Unit,5th Judicial Circuit Narcotics Unit,5th Jud Circuit Nrcts Un
AL0570000,County,,Russell County Sheriff's Department,Russell,Russell County Sheriff's Office
AL0570100,City,,Phenix City Police Department,Phenix City,Phenix City Police Department
AL0570200,City,,Hurtsboro Police Department,Hurtsboro,Hurtsboro PD
AL0580000,County,,St. Clair County Sheriff's Department,St. Clair,St. Clair County Sheriff's Office
AL0580100,City,,Pell City Police Department,Pell City,Pell City Police Department
AL0580200,City,,Ashville Police Department,Ashville,Ashville Police Department
AL0580300,City,,Ragland Police Department,Ragland,Ragland Police Department
AL0580400,City,,Springville Police Department,Springville,Springville Police Department
AL0580500,City,,Odenville Police Department,Odenville,Odenville Police Department
AL0580600,City,,Moody Police Department,Moody,Moody Police Department
AL0580700,City,,Riverside Police Department,Riverside,Riverside Police Department
AL0580800,City,,Margaret Police Department,Margaret,Margaret Police Department
AL0580900,City,,Steele Police Department,Steele,Steele Police Department
AL0581000,City,,Branchville Police Department,Branchville,Branchville PD Odenville
AL0581200,City,,Argo Police Department,Argo,Argo Police Department
AL0590000,County,,Shelby County Sheriff's Department,Shelby,Shelby County Sheriff's Office
AL0590100,City,,Calera Police Department,Calera,Calera Police Department
AL0590200,City,,Columbiana Police Department,Columbiana,Columbiana Police Department
AL0590300,City,,Montevallo Police Department,Montevallo,Montevallo Police Department
AL0590400,City,,Alabaster Police Department,Alabaster,Alabaster Police Department
AL0590500,City,,Vincent Police Department,Vincent,Vincent Police Department
AL0590600,City,,Pelham Police Department,Pelham,Pelham Police Department
AL0590700,City,,Helena Police Department,Helena,Helena Police Department
AL0590800,City,,Wilton Police Department,Wilton,Wilton Police Department
AL0590900,City,,Harpersville Police Department,Harpersville,Harpersville Police Department
AL0591000,City,,Wilsonville Police Department,Wilsonville,Wilsonville PD
AL0591100,University or College,,University of Montevallo,University of Montevallo,University Of Montevallo Police Department
AL0600000,County,,Sumter County Sheriff's Department,Sumter,Sumter County Sheriff's Office
AL0600100,City,,York Police Department,York,York Police Department
AL0600200,City,,Livingston Police Department,Livingston,Livingston Police Department
AL0600300,City,,Cuba Police Department,Cuba,Cuba Police Department
AL0600400,City,,Epes Police Department,Epes,Epes PD
AL0600500,University or College,,University of West Alabama,University of West Alabama,University Of West Alabama Police
AL0610000,County,,Talladega County Sheriff's Department,Talladega,Talladega County Sheriff's Office
AL0610100,City,,Sylacauga Police Department,Sylacauga,Sylacauga Police Department
AL0610200,City,,Talladega Police Department,Talladega,Talladega Police Department
AL0610300,City,,Childersburg Police Department,Childersburg,Childersburg Police Department
AL0610400,City,,Lincoln Police Department,Lincoln,Lincoln Police Department
AL0610500,City,,Waldo Police Department,Waldo,Waldo PD Talladega
AL0610600,University or College,,Talladega College,Talladega College,Talladega College Campus Police
AL0611200,City,,Munford Police Department,Munford,Munford Police Department
AL0620000,County,,Tallapoosa County Sheriff's Department,Tallapoosa,Tallapoosa County Sheriff's Office
AL0620100,City,,Alexander City Police Department,Alexander City,Alexander City Police Department
AL0620200,City,,Dadeville Police Department,Dadeville,Dadeville Police Department
AL0620300,City,,Camp Hill Police Department,Camp Hill,Camp Hill Police Department
AL0620400,City,,Carrville Police Department,Carrville,Carriville PD East Tallassee
AL0620500,City,,Daviston Police Department,Daviston,Daviston PD
AL0620600,City,,New Site Police Department,New Site,New Site Police Department
AL0620700,City,,Jacksons Gap Police Department,Jacksons Gap,Jacksons Gap Police Department
AL0630000,County,,Tuscaloosa County Sheriff's Department,Tuscaloosa,Tuscaloosa County Sheriff's Office
AL0630100,City,,Tuscaloosa Police Department,Tuscaloosa,Tuscaloosa Police Department
AL0630200,City,,Northport Police Department,Northport,Northport Police Department
AL0630300,University or College,,University of Alabama: Tuscaloosa,University of Alabama: Tuscaloosa,University Of Alabama PD University
AL0630500,Other State Agency,,Bryce State Hospital,Bryce State Hospital,Taylor Hardin Police Department Tuscaloosa
AL0630700,City,,Vance Police Department,Vance,Vance Police Department
AL0630800,City,,Brookwood Police Department,Brookwood,Brookwood Police Department
AL0631100,City,,Lake View Police Department,Lake View,Lake View Police Department
AL0631400,City,,Coaling Police Department,Coaling,Coaling Police Department
AL0640000,County,,Walker County Sheriff's Department,Walker,Walker County Sheriff's Office
AL0640100,City,,Jasper Police Department,Jasper,Jasper Police Department
AL0640200,City,,Carbon Hill Police Department,Carbon Hill,Carbon Hill Police Department
AL0640300,City,,Cordova Police Department,Cordova,Cordova Police Department
